ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,key_2532,b0d59947-20eb-4454-8801-608fbac1fa7b,manažer pro zkušenosti zákazníků/manažerka pro zkušenosti zákazníků,"manažerka pro zkušenosti hostů
manažer pro zkušenosti hostů
manažer pro vztahy se zákazníky
manažerka pro zkušenosti zákazníků
úřednice pro vztahy se zákazníky
manažer pro zkušenosti zákazníků
manažerka pro vztahy se zákazníky
úředník pro vztahy se zákazníky","Manažeři pro zkušenosti zákazníků sledují zkušenosti zákazníků tím, že vytvářejí, hodnotí a zlepšují partnerské organizace zákazníka v odvětví pohostinství, rekreace nebo zábavního průmyslu. Vypracovávají akční plány, které optimalizují všechny aspekty zkušeností zákazníka. Manažeři pro zkušenosti zákazníků usilují o zajištění spokojenosti zákazníků a zvýšení zisku společnosti.",2431.0,2431.8
http://data.europa.eu/esco/occupation/9cda1c7c-ba07-4381-b831-1bb346ff865f,key_2533,77905d9b-a4fc-43e6-a751-93a5fce78ab1,manželský poradce/manželská poradkyně,"poradkyně pro rodinu, manželství a mezilidské vztahy
poradce pro rodinu, manželství a mezilidské vztahy
manželská poradkyně
manželský poradce
poradce pro partnerské vztahy
manželský a rodinný poradce
manželská a rodinná poradkyně
poradkyně pro partnerské vztahy","Manželští poradci podporují páry a rodiny, které procházejí krizí, jako je deprese, zneužívání návykových látek a problémy související se vztahy. Pomáhají zlepšit komunikaci tím, že poskytují skupinovou nebo individuální terapii.",2635.0,2635.1.4
http://data.europa.eu/esco/occupation/9ce12690-c3bf-4135-b7a5-b666bb8c68f5,key_2534,2a9987f6-96ec-48f3-8196-0a30ceaf8324,báňský projektant/báňská projektantka,"důlní technička
báňský technik
báňská technička
báňská projektantka
báňský projektant
důlní technik",Báňští projektanti provádí hraniční a topografické průzkumy a průzkumy vývoje těžební činnosti. Používají vyměřovací zařízení a využívá programy k získávání a interpretaci příslušných dat a provádí výpočty podle potřeby.,3117.0,3117.5
http://data.europa.eu/esco/occupation/9cee6106-04cf-401a-ae4c-b4b8652d6915,key_2535,1a2acde9-0025-4bef-b6e1-23f39c40c64e,hlavní průvodčí,"vedoucí týmu průvodčích
vedoucí směny vlakové čety","Hlavní průvodčí odpovídají za bezpečný výkon všech provozních úkolů v osobních vlacích mimo kabinu strojvedoucího, jako je dohled nad bezpečným otevíráním a zavíráním dveří vlaku. Dohlížejí na bezpečnost cestujících a zajišťují nepřetržitou péči o ně, zejména v případě technických incidentů a mimořádných situací. Zajišťují provozní komunikaci s řidičem a zaměstnanci v řízení dopravy, jak je definováno v provozních předpisech. V případě několika zaměstnanců, kteří tvoří posádku vlaku, dohlížejí na tým průvodčích. Poskytují rovněž komerční činnosti, jako je například kontrola a prodej jízdenek, a poskytují cestujícím podporu a informace, jakož i gastronomické služby. 
 ",5112.0,5112.1
http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,key_2536,6fbf8d22-1e87-4a76-aa27-94f0dcdc29c4,vedoucí zákaznického centra,vedoucí zákaznického servisu,"Vedoucí zákaznického centra dohlížejí na činnosti zaměstnanců kontaktních center a koordinují je. Zajišťují, aby každodenní provoz probíhal bez problémů, a to prostřednictvím řešení problémů, vydávání pokynů, školení zaměstnanců a dohledu nad úkoly.",3341.0,3341.4
http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,key_2537,5bbdaecb-a354-4958-be5f-ecc88731b5dc,manažer výzkumu ICT / manažerka výzkumu ICT,"manažerka výzkumu ICT
manažerka technologických inovací
manažer technologických inovací
manažerka výzkumu v IT oblasti
manažer výzkumu ICT
manažer výzkumu v IT oblasti","Manažeři výzkumu ICT plánují, řídí a sledují výzkumnou činnost a hodnocení nových trendů v oblasti ICT, aby bylo možné posoudit jejich relevanci. Rovněž navrhují školení zaměstnanců, pokud jde o používání nových technologií, a dohlížejí na něj a doporučují způsoby zavádění nových produktů a řešení, které maximalizují přínosy pro organizaci.",1223.0,1223.2.2.1
http://data.europa.eu/esco/occupation/9dbbeb2c-0d51-4c03-8ef6-8dfa7360db22,key_2538,9537d6c8-9f8a-4901-bb83-5a9634b6550f,pomocný lodní strojník/pomocná lodní strojnice,pomocný lodník,"Pomocní lodní strojníci pomáhají hlavnímu lodnímu strojníkovi a lodním důstojníkům s provozem lodi. Starají se o provoz hlavních motorů, mechanismu řízení, výroby elektrické energie a dalších hlavních subsystémů. Komunikují s námořními inženýry o provádění technických operací. Zajišťují rovněž dodržování příslušných bezpečnostních a regulačních norem a v případě potřeby jsou schopni zaujmout vyšší pozici.",3151.0,3151.3
http://data.europa.eu/esco/occupation/9deee896-be9b-4aac-b55e-ceff1a7a843a,key_2539,73da0ac7-3817-45ca-804e-6fbc3f00c306,vedoucí provozu kanalizací,"manažerka provozu kanalizací
manažer provozu kanalizací","Vedoucí provozu kanalizací koordinují a plánují potrubní a kanalizační systémy a dohlížejí na výstavbu a údržbu kanalizací. Dohlížejí na čistírny odpadních vod a na další zařízení kanalizační sítě a zajišťují, aby operace byly v souladu s předpisy.",1321.0,1321.2.4
http://data.europa.eu/esco/occupation/9defc0f8-3eed-4a56-80e1-d534983aff4f,key_2540,243e92a2-0786-4bf7-94fa-cc21c303b553,stavební dozor u demolic,,Stavební dozorci u demolic monitorují činnosti týkající se demolice budov a odklízení odpadu. Přijímají rychlá rozhodnutí k řešení problémů.,3123.0,3123.1.8
http://data.europa.eu/esco/occupation/9e1a31bf-2963-40f4-95af-cedc3fbac537,key_2541,9a9268de-8146-4da6-a410-76c433562c82,učitel designu a užitých umění na odborné škole/učitelka designu a užitých umění na odborné škole,"učitel designu a užitých umění na odborné škole
učitelka designu a užitých umění na odborné škole
učitelka umění a designu
učitel užitého umění a uměleckých řemesel
učitel umění a designu
učitelka užitého umění a uměleckých řemesel","Učitelé designu a užitých umění na odborné škole vyučují studenty ve specializovaném studijním oboru užitá umění a řemesla, jenž má převážně praktickou povahu. Poskytují teoretickou výuku, pokud jde o praktické dovednosti a techniky, které studenti musí následně ovládat v povolání v oboru užitá umění a řemesla, jako je grafický designér či návrhář interiérů. Učitelé designu a užitých umění na odborné škole sledují pokrok studentů, v případě potřeby jim individuálně pomáhají a hodnotí jejich znalosti a výsledky v oboru užitá umění a řemesla prostřednictvím úkolů, testů a zkoušek.",2320.0,2320.1.9
http://data.europa.eu/esco/occupation/9e1e8379-6377-4969-b141-0d2337218fc9,key_2542,a9f73d5d-0e9b-4c9b-b785-13f79ab2f25d,koordinátor hospodářského rozvoje/koordinátorka hospodářského rozvoje,"koordinátor hospodářského rozvoje
koordinátorka hospodářského rozvoje","Koordinátoři hospodářského rozvoje nastiňují a provádějí politiky pro zlepšení hospodářského růstu a stability společnosti, vlády nebo instituce. Provádějí výzkum hospodářských trendů a koordinují spolupráci mezi institucemi působícími v oblasti hospodářského rozvoje. vyhledávají potenciální hospodářská rizika a konflikty a připravují plány na jejich řešení. Koordinátoři pro hospodářský rozvoj poskytují poradenství ohledně hospodářské udržitelnosti institucí a hospodářského růstu.",2631.0,2631.2.3
http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2,key_2543,9d8a2a13-abec-43b6-970e-86f3ceb7f8d2,poradce v oblasti vztahů s veřejností/poradkyně v oblasti vztahů s veřejností,"poradce v oblasti vztahů s veřejností
lobbista
PR specialistka
lobbistka
poradkyně v oblasti vztahů s veřejností
PR konzultantka
PR specialista
PR konzultant","Poradci v oblasti vztahů s veřejností fungují jako zástupci jednající v zájmu svého klienta. Pokoušejí se přesvědčit zákonodárné orgány a tvůrce politik, aby v souladu s přáním klienta zaváděli právní předpisy a nařízení, a jednají se stranami s potenciálně protichůdnými zájmy. Vykonávají analytické a výzkumné funkce s cílem zajistit, aby byla klientova záležitost náležitě a patřičně předložena příslušným stranám. S klienty rovněž konzultují jejich záležitosti a politiku.",2432.0,2432.8
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,key_2544,e18a3980-b1c0-4b93-965d-27822915f1db,správce systémů ICT/správkyně systémů ICT,"administrátorka systémů ICT
správkyně systémů ICT
administrátor systémů ICT
správce systémů ICT
správkyně počítačových sítí
správce počítačových sítí
správce počítačových systémů
správkyně počítačových systémů","Správci systémů ICT jsou odpovědní za údržbu, konfiguraci a spolehlivou obsluhu počítačových a síťových systémů, serverů, pracovních stanic a periferních zařízení. Mohou získávat, instalovat nebo upgradovat počítačové komponenty a software, automatizovat rutinní úlohy, psát počítačové programy, řešit potíže, školit a dozorovat personál a poskytovat technickou podporu. Zajišťují optimální integritu systému, bezpečnost, zálohování a výkon.",2522.0,2522.1
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,key_2545,7acb0adf-932f-46f9-9cf0-80d132d4a44a,guvernér centrální banky/guvernérka centrální banky,"guvernérka národní banky
guvernér národní banky
guvernér centrální banky
guvernérka centrální banky","Guvernéři centrální banky stanovují měnovou a regulační politiku, určují úrokové sazby, udržují cenovou stabilitu, kontrolují národní peněžní zásoby, emise, devizové měnové kurzy a rezervy zlata. Dohlížejí na bankovní sektor a kontrolují jej.",1112.0,1112.1
http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,key_2546,eb9630dd-54c5-4008-aba7-56ced2649255,strojní inženýr v oblasti aerodynamiky/strojní inženýrka v oblasti aerodynamiky,"strojní inženýr v oblasti aerodynamiky
strojní inženýrka v oblasti aerodynamiky","Strojní inženýři v oblasti aerodynamiky provádějí aerodynamické analýzy s cílem zajistit, aby konstrukce dopravního zařízení splňovala aerodynamické a výkonnostní požadavky. Podílejí se na navrhování motorů a jejich konstrukčních dílů a vydávají technické zprávy pro technické pracovníky a zákazníky. Koordinují svou činnost s jinými technickými odděleními s cílem ověřit, zda návrhy fungují podle specifikací. Strojní inženýři v oblasti aerodynamiky provádějí výzkum za účelem posouzení přizpůsobivosti zařízení a materiálů. Analyzují rovněž návrhy, aby mohli vyhodnotit dobu výroby a proveditelnost.",2144.0,2144.1.1.1
http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,key_2547,15bf4934-b710-431c-91d7-461b91ed2848,školitel v oblasti ICT / školitelka v oblasti ICT,"školitelka v oblasti ICT
IT školitel
IT školitelka
instruktorka v oblasti ICT
školitelka v oblasti informačních a komunikačních technologií
školitel v oblasti ICT
instruktor v oblasti ICT
školitel v oblasti informačních a komunikačních technologií","Školitelé v oblasti ICT provádějí analýzu potřeb odborné přípravy a navrhují programy, jak školit studenty ve využívání softwarových balíčků a informačních systémů. Vypracovávají a aktualizují stávající materiály pro odbornou přípravu (obsah a metodiku), zajišťují efektivní školení ve třídě, on-line nebo neformálně, sledují a vyhodnocují školení a podávají zprávy o jeho účinnosti. Udržují a aktualizují odborné znalosti o specializovaných tématech v oblasti ICT a hodnotí studenty a podávají zprávy o jejich výsledcích.",2356.0,2356.1
http://data.europa.eu/esco/occupation/9e81adde-9983-44fa-b74b-c548d0dbfbdd,key_2548,882689ff-84e3-45fa-b450-21e30faf60b6,vedoucí prodejny,"vedoucí prodeje
vedoucí maloobchodní prodejny",Vedoucí prodejen jsou odpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4
http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81,key_2549,21b3638e-b72a-4b93-871e-71586416a221,vývojář digitálních her/vývojářka digitálních her,"vývojářka her
vyvojářka digitálních her
programátorka her
vývojář počítačových her
programátor her
vývojářka virtuálních her
vývojářka počítačových her
vývojář digitálních her
vývojář her
vývojář virtuálních her","Vývojáři digitálních her programují, zavádějí a dokumentují digitální hry. Zavádějí technické normy v oblasti hraní her, grafiky, zvuku a funkcí.",2513.0,2513.1
http://data.europa.eu/esco/occupation/9efbe0de-37c0-4cc2-a1e6-a916eb4ecaa2,key_2550,85abcd66-1bc6-4df9-a143-44999b87d84a,výrobce ručního papíru/výrobkyně ručního papíru,"výrobkyně ručního papíru
výrobce ručního papíru","Výrobci ručního papíru vytvářejí papírovou kaši, roztírají ji na plata a suší ručně nebo používají drobná zařízení.",7317.0,7317.1
http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,key_2551,167dfd7c-cbdc-4f9d-b072-00aa789eb782,manažer zdrojů/manažerka zdrojů,"koordinátorka zdrojů
koordinátor zdrojů
manažerka zdrojů
manažer zdrojů","Manažeři zdrojů řídí zdroje pro všechny potenciální a přidělené projekty. Spolupracují s různými odděleními s cílem zjistit, zda jsou všechny různé zdroje včas k dispozici, a komunikují o veškerých problémech týkajících se zdrojů, které mohou mít dopad na stanovené lhůty.",1324.0,1324.8.3
http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890,key_2552,8bebe771-a385-4b7f-894e-643e9da03ff1,produktový manažer/produktová manažerka,"produktový manažer
produktová manažerka","Kromě správy stávajících výrobků se prostřednictvím průzkumu trhu a strategického plánování zabývají výzkumem a vývojem nových výrobků.
	",1223.0,1223.1
http://data.europa.eu/esco/occupation/9f686e81-c236-42cb-b848-1918eb36e16a,key_2553,231b0d8b-1d39-4399-b21c-5d7959c38ddd,vazač listů/vazačka listů,"vazač tabákových listů
pracovník vázající tabákové listy
vazačka tabákových listů
pracovnice vázající tabákové listy
vazači tabákových listů",Vazači listů ručně vážou tabákové listy do svitků ke zpracování. Ručně vybírají volné listy a kladou je příslušnou stranou k sobě. Navazují upevňovací list kolem špiček.,7516.0,7516.3
http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,key_2554,6f465cb7-07d8-41c2-9baa-a4b604846c91,manažer pro dovoz a vývoz nápojů/manažerka pro dovoz a vývoz nápojů,"manažer pro dovoz a vývoz nápojů
manažerka pro dovoz a vývoz nápojů",Manažeři pro dovoz a vývoz nápojů zavádějí a udržují postupy pro přeshraniční obchod a koordinují vnitřní a vnější strany.,1324.0,1324.3.2.3
