ESCOURI,ID,UUIDHISTORY,PREFERREDLABEL,ALTLABELS,DESCRIPTION,ISCOGROUPCODE,CODE
http://data.europa.eu/esco/occupation/f1c8c186-bef9-4d72-9257-90fc4f992ab7,key_3462,fc762c45-c347-40f5-b3de-8b6b2a695bf3,operátor kompresní stanice/operátorka kompresní stanice,"operátorka kompresní stanice
operátor kompresní stanice","Operátoři kompresní stanice zpracovávají plyny pro kompresi, přenos nebo opětovné použití prostřednictvím plynových, parních nebo elektrických kompresorů. Provádějí chemické zkoušky plynů a jsou odpovědní za čerpadla a potrubí.",3133.0,3133.1.5
http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91,key_3463,f643b45e-a03a-4f9b-b025-2dc8a57e955f,dražebník/dražebnice,"dražebník
dražebnice
aukcionářka
aukcionář",Dražebníci vedou aukce a přijímají nabídky a vyhlašují prodej zboží.,3339.0,3339.2
http://data.europa.eu/esco/occupation/f1fcad3b-fdf0-444a-81b0-e50e96f8966a,key_3464,dc17f270-0df2-48b4-97cd-cfa2bb1ab316,specialista pro merchandising/specialistka pro merchandising,"specialistka pro merchandising
specialista pro merchandising",Specialisté pro merchandising odpovídají za umístění zboží na základě norem a postupů.,3432.0,3432.2
http://data.europa.eu/esco/occupation/f20d3ae6-baeb-482c-b68d-c2fb115e5dde,key_3465,de3a80e3-a880-4d12-9292-9589f02416e8,palubní průvodčí,"letuška
stevard","Palubní průvodčí vykonávají různé osobní služby, které přispívají k bezpečnosti a pohodlí cestujících v letecké dopravě během letu. Vítají cestující, ověřují jízdenky a nasměrují cestující na vyhrazená sedadla. Vypracovávají zprávy po příletu, které popisují, jak let probíhal, pokud jde o operace, postupy a anomálie.",5111.0,5111.2.1
http://data.europa.eu/esco/occupation/f219f643-4df1-4a9a-b6c5-dc2f48c22806,key_3466,52d10c73-fb6e-4870-910f-79f89b1dc3a7,au-pair,,"Au-pair žijí a pracují v hostitelské rodině v jiné zemi a jsou obvykle pověřeni péčí o děti rodiny. Jedná se o mladé lidi, kteří chtějí poznat další kulturu a zároveň poskytují služby péče o děti, stejně jako další nenáročné činnosti v domácnosti, jako je úklid, zahrádkářství a nakupování.",5311.0,5311.1.1
http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b,key_3467,808e291a-21b0-4baf-b986-6e946d258c59,učitel hudby / učitelka hudby,"učitelka hudební výchovy
učitel hudební výchovy","Učitelé hudby vyučují studenty v jejich volném čase různé hudební žánry a způsoby projevu, jako je klasická hudba, jazz, folk, pop, blues, rock, elektronická hudba atd. Seznamují studenty s dějinami hudby a hudebním repertoárem, ve svých kurzech však uplatňují především praktický přístup. V rámci kurzů pomáhají studentům experimentovat s různými styly a technikami hry na hudební nástroj dle vlastního výběru a zároveň je motivují k tomu, aby rozvíjeli svůj vlastní styl. Obsazují, vedou a produkují hudební vystoupení a koordinují technickou produkci.",2354.0,2354.1
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,key_3468,151196e4-3261-4808-8ff2-29f580126fdc,ředitel hasičského záchranného sboru/ředitelka hasičského záchranného sboru,"ředitel hasičského záchranného sboru
ředitelka hasičského záchranného sboru","Ředitelé hasičských záchranných sborů dohlížejí na činnost hasičského sboru a zajišťují, aby poskytované služby byly účinné a aby bylo k dispozici nezbytné vybavení. Vypracovávají a řídí provozní politiky, které zajišťují dodržování právních předpisů v této oblasti. Ředitelé hasičského záchranného sboru provádějí bezpečnostní kontroly a podporují vzdělávání v oblasti požární prevence.",1112.0,1112.4
http://data.europa.eu/esco/occupation/f272a521-1a38-4d34-a78e-3adeca95b977,key_3469,e20a6969-72cd-4029-81b7-0791d1cd62a2,pracovník údržby silnic/pracovnice údržby silnic,"silničář
pracovnice údržby silnic
pracovník údržby silnic
silničářka","Pracovníci údržby silnic provádějí pravidelné kontroly silnic a jsou vysíláni na opravu, je-li to nutné. Opravují výmoly, praskliny a jiná poškození na silnicích.",9312.0,9312.1.3
http://data.europa.eu/esco/occupation/f2a416b8-c7e4-49ee-964d-a49f6af79b84,key_3470,a49147fb-693c-4ba9-b6ca-97df9ba9da40,kapitán plavidla/kapitánka plavidla,lodní kapitán,"Kapitáni plavidla odpovídají za plavidlo a přepravu zboží a cestujících a působí v příbřežních a pobřežních vodách. Velikost plavidla může sahat od malého plavidla až po výletní loď v závislosti na tonáži dle oprávnění. Kapitáni mají rozsáhlé zkušenosti s plavbou a provozem lodí a je pravděpodobné, že se k tomuto postu postupně vypracovali z nižších pozic.",3152.0,3152.4
http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,key_3471,ed08a7fa-9c46-4750-b8a9-cf83f8f26299,softwarový vývojář/softwarová vývojářka,"softwarový vývojář
vývojář řešení
softwarová vývojářka
vývojářka aplikací
programátorka softwaru
vývojářka řešení
vývojář aplikací
programátor aplikací
programátorka aplikací
programátor softwaru","Vývojáři softwaru implementují nebo programují všechny typy softwarových systémů založených na specifikacích a návrzích s použitím programovacích jazyků, nástrojů a platforem.",2512.0,2512.4
http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505,key_3472,a4d2852c-005b-485a-8298-b0d3e8c1b979,letecký důstojník/letecká důstojnice,"letecká důstojnice
důstojnice letectva
důstojník letectva
letecký důstojník","Letečtí důstojníci se specializují na letecké nebo pozemní služby a dohlížejí na tým pracovníků v oblasti leteckých sil. Koordinují výcvik a dobré podmínky svých týmů a plní úkoly, které jsou specifické pro jejich specializaci.",110.0,0110.1
http://data.europa.eu/esco/occupation/f2ee2cda-9d02-49c3-8280-da5892d0055b,key_3473,90f7dec5-6814-4948-95cb-d60fd29c17a5,elektrikář pouličního osvětlení/elektrikářka pouličního osvětlení,"elektrikář pouličního osvětlení
elektrikářka pouličního osvětlení","Elektrikáři pouličního osvětlení zajišťují a spravují přenos a rozvod elektrického proudu do pouličních světel. Provádějí údržbu, testování a opravy pouličního osvětlení v souladu s bezpečnostními předpisy.",7413.0,7413.1.3
http://data.europa.eu/esco/occupation/f2f4ed8f-c9d3-47e4-8f72-a30739bcea2b,key_3474,fd6a5061-1498-4f84-87f3-d4996f954215,vedoucí prodejny nápojů,,Vedoucí prodejen nápojů jsou zodpovědní za činnost specializovaných obchodů a jejich zaměstnance.,1420.0,1420.4.6
http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f,key_3475,751767b2-e8c9-47a3-b6fc-d21f694bb5da,technik údržby kožedělných strojů/technička údržby kožedělných strojů,"seřizovač strojů na úpravu a výrobu koženého zboží
technik údržby kožedělných strojů
mechanik kožedělných strojů
mechanička kožedělných strojů
seřizovačka strojů na úpravu a výrobu koženého zboží
technička údržby kožedělných strojů","Technici údržby kožedělných strojů programují a seřizují různé druhy řezání, šití, konečných úprav a specifické vybavení související s výrobou koženého zboží. Provádí preventivní a nápravnou údržbu různých zařízení tak, že pravidelně ověřují své pracovní podmínky a výkonnost, analyzují chyby, napravují problémy, nahrazují komponenty a provádí opravy a rutinní promazávaní. Poskytují informace o používání zařízení a související spotřebě energie subjektům s rozhodovací pravomocí v rámci společnosti.",8156.0,8156.3.1
http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,key_3476,b4002086-0b47-4e9b-a119-b14f161834ea,softwarový manažer/softwarová manažerka,"manažer programového vybavení
manažerka programového vybavení
manažer počítačových aplikací
softwarový manažer
softwarová manažerka
manažerka počítačových aplikací",Softwaroví manažeři dohlížejí na pořízení a vývoj softwarových systémů s cílem poskytnout podporu všem složkám organizace. Sledují rovněž výsledky a kvalitu různých softwarových řešení a projektů prováděných v organizaci.,1330.0,1330.5.1
http://data.europa.eu/esco/occupation/f33a70bd-c5b6-495d-8e0c-5e2c6e56d93e,key_3477,b23f5578-2d18-4ee9-a4fd-6ef5065a6ec6,operátor řídícího centra elektrárny/operátorka řídícího centra elektrárny,"operátorka řídícího centra elektrárny
operátor řídícího centra elektrárny","Operátoři řídicího centra elektrárny jsou odpovědní za bezpečný a řádný provoz elektráren, rozvodů a s nimi spojených kontrolních struktur. Provádějí opravy a údržbu strojů a zařízení s cílem zajistit účinné fungování elektrárny a řešit nouzové situace, jako jsou výpadky.",3131.0,3131.3.7
http://data.europa.eu/esco/occupation/f34cad67-3cd9-4d31-8dde-e439ac720136,key_3478,fa3f427c-a54d-40aa-8240-601d129c8f81,specialista zahraničního obchodu v oblasti textilního strojního zařízení/specialistka zahraničního obchodu v oblasti textilního strojního zařízení,"specialistka zahraničního obchodu v oblasti textilního strojního zařízení
specialista zahraničního obchodu v oblasti textilního strojního zařízení","Specialisté zahraničního obchodu v oblasti textilního strojního zařízení mají a uplatňují hluboké znalosti v oblasti dovozu a vývozu zboží, včetně celního odbavení a dokumentace.",3331.0,3331.2.1.30
http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71,key_3479,166c5379-a9da-4c81-a989-340ca38d7949,technik bakteriolog/technička bakterioložka,,"Technici bakteriologové poskytují technickou pomoc při výzkumu a testování bakterií s využitím laboratorního vybavení. Shromažďují a analyzují údaje pro pokusy, sestavují zprávy a spravují laboratorní zásoby.",3141.0,3141.2.1
http://data.europa.eu/esco/occupation/f3d2074e-3f44-45b0-b896-5ee5629a23c1,key_3480,247ce4df-87ad-4f29-9a44-0198bf14506a,"specialista zahraničního obchodu v oblasti kávy, čaje, kakaa a koření/specialistka zahraničního obchodu v oblasti kávy, čaje, kakaa a koření","specialista zahraničního obchodu v oblasti kávy, čaje, kakaa a koření
specialistka zahraničního obchodu v oblasti kávy, čaje, kakaa a koření","Specialisté zahraničního obchodu v oblasti kávy, čaje, kakaa a koření mají a uplatňují hluboké znalosti v oblasti dovozu a vývozu zboží, včetně celního odbavení a dokumentace.",3331.0,3331.2.1.7
http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,key_3481,e9baea20-4ca1-4e2d-9db0-1a95a978fcca,vědecký pracovník v oboru literatura/vědecká pracovnice v oboru literatura,"vědecká pracovnice v oboru literatura
literární vědkyně
vědecký pracovník v oboru literatura
literární vědec","Literární badatelé zkoumají literární díla, historii, žánry a literární kritiku za účelem vyhodnocení děl a souvisejících aspektů ve vhodných souvislostech a vypracování výsledků výzkumu konkrétních témat v oblasti literatury.",2641.0,2641.3
http://data.europa.eu/esco/occupation/f3da16bd-157d-4a48-8a49-33809a8b5d96,key_3482,2e494830-7327-4c4f-af21-00a544ad65f2,velkoobchodník s květinami a rostlinami/velkoobchodnice s květinami a rostlinami,"velkoobchodník s květinami a rostlinami
velkoobchodnice s květinami a rostlinami",Velkoobchodníci s květinami a rostlinami vyhledávají potenciální velkoobchodní nákupčí a dodavatele a propojují je s cílem uspokojit jejich potřeby. Uzavírají obchody zahrnující velká množství zboží.,3324.0,3324.4.13
http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,key_3483,83c5435e-13c0-4c3f-a153-fa8cb3cbf414,biochemický inženýr/biochemická inženýrka,"biochemická inženýrka
inženýr biochemie
biochemický inženýr
inženýrka biochemie","Biochemičtí inženýři provádějí výzkum v oblasti věd o živé přírodě a usilují o nové objevy. Přeměňují tato zjištění v chemická řešení, která mohou zlepšit životní podmínky společnosti, jako jsou očkovací látky, opravy tkání, zlepšení plodin a pokrok v oblasti ekologických technologií, jako jsou čistší paliva z přírodních zdrojů.",2145.0,2145.1.1
http://data.europa.eu/esco/occupation/f3eb330a-03b5-4537-ac0e-bcee5c67bcff,key_3484,32aaf1a9-1340-4dbb-ac13-b338c923af24,koordinátor nákladní letecké dopravy/koordinátorka nákladní letecké dopravy,"koordinátor nákladní letecké dopravy
koordinátorka nákladní letecké dopravy","Koordinátoři nákladní letecké dopravy řídí a koordinují letištní nákladní a odbavovací činnosti v letecké dopravě. Při plánování pracovních činností přezkoumávají údaje o příletu letadel. Provádějí přímou přípravu plánů nakládky pro každý odlétající let a vyměňují si informace s pracovníky dohledu, aby bylo zajištěno, že budou k dispozici pracovníci a vybavení pro činnosti nakládky, vykládky a manipulace s leteckým nákladem a zavazadly.",4323.0,4323.1
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,key_3485,4bbaabfe-2cad-4845-a0ac-6e7726f02578,kameník/kamenice,"štípač kamene
brusič kamene
kamenice
řezač kamene
frézař kamene
kameník
pracovnice na zpracování kamene
frézařka kamene
pracovník na zpracování kamene","Kameníci ručně tesají a sestavují kámen pro stavební účely. Zatímco zpracování kamene CNC nástroji je v průmyslové výrobě standardem, umělecké tesařství pro okrasné účely se provádí ručně.",7113.0,7113.1
http://data.europa.eu/esco/occupation/f444e8ec-5eed-4777-866e-7127aa06ce4f,key_3486,a5ac52b3-0dde-4b71-867d-a968bfd3af40,kontrolor procesu výroby oděvů/kontrolorka procesu výroby oděvů,"kontrolor procesu výroby oděvů
kontrolorka procesu výroby oděvů",Kontroloři procesu výroby oděvů ovládají multifunkční kontrolní zařízení ve výrobních montážních linkách.,3139.0,3139.1.1
http://data.europa.eu/esco/occupation/f4525ed8-54eb-4a3b-90db-55cc01b0d9fd,key_3487,22012d7e-cd0d-42c2-9c02-35f3f7eb0725,pracovník pečovatelských služeb v domácnosti/pracovnice pečovatelských služeb v domácnosti,"pracovnice pečovatelských služeb v domácnosti
pracovník pečovatelských služeb v domácnosti","Pracovníci pečovatelských služeb v domácnosti poskytují domácí péči zranitelným dospělým osobám, včetně starších nebo zdravotně postižených osob, které žijí s fyzickým postižením nebo v rekonvalescenci. Jejich cílem je zlepšit životy těchto lidí ve společnosti a zajistit, aby pacienti mohli žít bezpečně a nezávisle ve vlastním domově.",3412.0,3412.4.2
http://data.europa.eu/esco/occupation/f470b785-643c-46f9-8b31-6085427ab7b8,key_3488,4dcb06a8-c2d7-4246-85d9-bab7840df57d,specialista leteckých informací/specialistka leteckých informací,"specialistka leteckých dat
specialista leteckých informací
specialistka leteckých informací
specialista leteckých dat","Specialisté leteckých informací poskytují vysoce kvalitní služby v oblasti řízení leteckých informací pomocí technologických prostředků. Poskytují podporu kvalifikovaným informačním specialistům v oblasti letectví a vyhodnocují změny leteckých informací, které mají vliv na harmonogramy atd. Odpovídají na žádosti provozních skupin a systémů leteckých společností týkající se leteckých dat.",3154.0,3154.1.2
http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,key_3489,272a36b9-936d-4c29-8754-7eaed634f69a,lesník pro ochranu přírody a krajiny/lesnice pro ochranu přírody a krajiny,"lesní inženýrka
hajná
hajný
revírnice
lesník
lesnice
lesník pro ochranu přírody a krajiny
lesní inženýr
lesnice pro ochranu přírody a krajiny
revírník","Lesníci pro ochranu přírody a krajiny jsou odpovědní za ochranu a zachování přírodních zdrojů, zejména pokud jde o lesy a zalesněné plochy.",6210.0,6210.1
http://data.europa.eu/esco/occupation/f49d893a-ac89-4f3b-b547-1cbdf4d69fde,key_3490,d135267f-8cd3-4056-ac69-d45028c8f716,lesní technik pro mechanizaci/lesní technička pro mechanizaci,"lesní technik pro mechanizaci
lesní technička pro mechanizaci
správkyně lesní techniky
správce lesní techniky",Lesní technici pro mechanizaci provádějí údržbu a přemísťování lesnických strojů. V rámci údržby lesnických strojů využívají specializovaný software a systémy a nástroje pro zaznamenávání údajů.,7233.0,7233.8.2
http://data.europa.eu/esco/occupation/f4a22809-c00c-4dd0-8b09-c7251f8dcd1c,key_3491,35203263-6fa6-4909-8aaf-a3beac0cfbde,zedník-omítkář/zednice-omítkářka,"sádrokartonářka
omítkář
štukatérka
štukatér
zedník-omítkář
fasádnice
sádrokartonář
omítkářka
zednice-omítkářka
fasádník","Zedníci-omítkáři nanášejí štuk vyrobený ze sádrovce, cementu nebo jiných roztoků na zdi jako hladkou povrchovou úpravu. Smíchají suchý sádrový prášek s vodou a poté výslednou hmotu natírají na zeď. Štuk se pak vyhladí dříve, než ztvrdne, a vytvoří na stěně pevnou vrstvu.",7123.0,7123.2
http://data.europa.eu/esco/occupation/f4a25243-b06a-42a9-9c69-246853df63ad,key_3492,1ae305ab-43df-4ee2-b14a-a31164fcb7a1,údržbář/údržbářka,"údržbář
údržbářka","Údržbáři vykonávají různé činnosti v oblasti údržby a oprav budov, pozemků a dalších zařízení. Opravují a renovují konstrukce a komponenty, ploty, brány a střechy, montují nábytek a provádějí instalatérské a elektrikářské činnosti. Ověřují systémy vytápění a ventilace, kvalitu vzduchu a vlhkost v budově.",9622.0,9622.1
http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00,key_3493,eccc859f-e1d0-42af-a918-2f93997bbd42,prodavač telekomunikačních přístrojů/prodavačka telekomunikačních přístrojů,"prodavač telekomunikačních přístrojů
prodavačka mobilních telefonů a příslušenství
prodavač mobilních telefonů a příslušenství
prodavačka telekomunikačních přístrojů",Prodavači telekomunikačních přístrojů prodávají telekomunikační zařízení a služby ve specializovaných prodejnách.,5223.0,5223.7.34
http://data.europa.eu/esco/occupation/f4c997b5-f9e0-4419-b8e7-8e5e2cffc73e,key_3494,f720f382-a694-417f-ae56-6ba13ae0cebb,technik výroby netkaných textilií/technička výroby netkaných textilií,"technik výroby netkaných textilií
operátorka výroby netkaných textilií
pracovnice výroby netkaných textilií
operátor výroby netkaných textilií
technička výroby netkaných textilií
pracovník výroby netkaných textilií",Technici výroby netkaných textilií provádějí operace související s přípravou procesů výroby netkaných textilií.,8159.0,8159.7
http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b,key_3495,bd5fe5e6-1ead-45f1-bb1c-01ce5930f7b0,vedoucí lékařské laboratoře,,"Vedoucí lékařských laboratoří dohlížejí na jejich každodenní provoz. Řídí zaměstnance a sdělují jim harmonogram činností. Monitorují a zajišťují veškeré laboratorní operace podle specifikací, zajišťují nezbytné laboratorní vybavení a dodržování příslušných norem v oblasti BOZP. ",1349.0,1349.17
http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,key_3496,e2c23dad-21ab-48cf-a85e-c940404325aa,míchač/míchačka likérů,"míchačka likérů
míchač likérů
obsluha zařízení pro míchání likérů","Míchači likérů opětovně měří, filtrují, rektifikují a míchají alkoholické nápoje a ověřují jejich kvalitu, než jsou připraveny k plnění do lahví. Za tímto účelem obsluhují vybavení a strojní zařízení k provedení těchto procesů.",8160.0,8160.41
http://data.europa.eu/esco/occupation/f4e3dd1c-f86b-4a69-8887-547255eadc79,key_3497,5d7cc1fe-535b-4c30-a065-c7003e1367ca,manažer turistického informačního centra/manažerka turistického informačního centra,"ředitelka turistického informačního centra
manažerka turistického informačního centra
manažer turistického informačního centra
manažer turistického infocentra
ředitel turistického informačního centra
vedoucí turistického informačního centra
manažerka turistického infocentra","Manažeři turistického informačního centra jsou pověřeni řízením zaměstnanců a činnosti informačního centra, které poskytuje cestujícím a návštěvníkům informace a poradenství o místních atrakcích, akcích, výletech a ubytování.",1439.0,1439.6
http://data.europa.eu/esco/occupation/f4eaff3d-f8d0-4a6a-aa90-76827c0fbada,key_3498,45fbbef2-5d12-41a3-831a-845f5a43c40c,opravář domácích spotřebičů/opravářka domácích spotřebičů,"opravářka domácích spotřebičů
opravář domácích spotřebičů","Opraváři domácích spotřebičů používají elektrické zařízení ke zkoušce odporu nebo napětí a k identifikaci chybných funkcí spotřebičů. Opravují malé a velké elektrické nebo plynové domácí spotřebiče, jako jsou vysavače, pračky, myčky nádobí, klimatizace a chladničky.",7412.0,7412.6
http://data.europa.eu/esco/occupation/f4f671d5-208f-4423-a250-c049de8d9adc,key_3499,b4e322c0-39cd-4711-ae40-11b6a3bf2bc8,veterinární hydroterapeut/veterinární hydroterapeutka,"veterinární hydroterapeut
zvířecí léčitel poskytující vodoléčbu
zvířecí léčitelka poskytující vodoléčbu
veterinární hydroterapeutka
zvířecí léčitel vykonávající hydroterapii
zvířecí léčitelka vykonávající hydroterapii","Veterinární hydroterapeuti poskytují terapeutickou léčbu v návaznosti na veterinární diagnózu nebo doporučení. Soustředí se na využití vodního tlaku k léčbě, k zotavení po operaci, k přípravným cvičením před operací a zlepšení celkové způsobilosti v souladu s vnitrostátními právními předpisy.",2250.0,2250.4.1
http://data.europa.eu/esco/occupation/f5166c6b-3467-4fc4-9343-d12e870d9def,key_3500,2ab9e5e4-2da4-4cce-b128-369b3d8d770b,manažer kontaktního centra/manažerka kontaktního centra,"manažerka kontaktního centra
manažer kontaktního centra","Manažeři kontaktních center koordinují a plánují každodenní činnost kontaktních center. Zajišťují, aby požadavky klientů byly účinně vyřešeny v souladu s politikami. Řídí zaměstnance, zdroje a postupy s cílem zlepšit osvědčené postupy a dosáhnout vysoké úrovně spokojenosti zákazníků.",1439.0,1439.3
http://data.europa.eu/esco/occupation/f5332f2d-3119-4194-8b5c-d0a5d97f55ef,key_3501,6079c5c1-1185-49a4-8a4f-ae5df187f7a1,reklamní agent/reklamní agentka,"reklamní agent
reklamní agentka",Reklamní agenti prodávají reklamní prostor a čas v médiích podnikům a jednotlivcům. Nabízejí potenciálním zákazníkům výhodný prodej a poprodejní služby.,3339.0,3339.1
http://data.europa.eu/esco/occupation/f53dbdb1-2f64-42f8-a6a4-0552c40e4f57,key_3502,2eee4724-597c-4f97-b5ac-601182bf1b6b,operátor čističky mouky/operátorka čističky mouky,"operátor čističky mouky
pracovnice čističky mouky
operátorka čističky mouky
pracovník čističky mouky","Operátoři čističky mouky pracují se stroji na míchání a prosívání mouky. Obsluhují šnekové dopravníky pro přepravu mouky pro procesy míchání a čištění. Obsluhují separátory na prosívání smíchané mouky a odstraňují hrudky z mouky před tím, než je připravena k balení.",8160.0,8160.33
http://data.europa.eu/esco/occupation/f5576c5b-8d03-4a3d-9cb7-b8c4ac07a7ef,key_3503,42fc5210-ae07-4f72-9c6a-03cfe78ef7d9,vedoucí centra pro mládež,"vedoucí nízkoprahového zařízení pro děti a mládež
vedoucí střediska pro mládež
vedoucí zařízení pro mládež","Vedoucí center pro mládež plánují provoz domovů pro děti a mládež, které poskytují pečovatelské a poradenské služby, a dohlížejí na provoz těchto domovů. Posuzují potřeby mladých lidí v komunitě, rozvíjejí a provádějí pedagogické metody a vypracovávají programy pro zlepšení péče o mládež v centru.",1344.0,1344.1.2
http://data.europa.eu/esco/occupation/f5596182-70b2-4c18-97ab-f9405bae0385,key_3504,7f0d89e6-070a-4a34-9bce-4542e59c7e6d,rytec v textilním průmyslu/rytkyně v textilním průmyslu,"rytec v textilním průmyslu
rytkyně v textilním průmyslu",Rytci v textilním průmyslu ryjí nebo leptají desky pro textilní tisk. ,7321.0,7321.1.5
http://data.europa.eu/esco/occupation/f569145d-8f87-4f80-b861-45583430d9f4,key_3505,e5e61c9d-4adf-4e5c-b462-b1b911143d82,výrobce samozvučných hudebních nástrojů/výrobkyně samozvučných hudebních nástrojů,"výrobce samozvučných hudebních nástrojů
výrobkyně samozvučných hudebních nástrojů","Výrobci samozvučných hudebních nástrojů vytvářejí a montují části pro výrobu samozvučných hudebních nástrojů podle konkrétních pokynů nebo schémat. Tvarují, vrtají, brousí a upínají části, které jsou vyrobeny převážně ze skla, kovu, keramiky nebo dřeva, čistí, ověřují kvalitu a kontrolují hotový nástroj.",7312.0,7312.1
http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,key_3506,c8540325-2090-4297-a55e-5a3090cf41cc,vedoucí úseku silniční dopravy,,"Vedoucí úseku silniční dopravy udržují kontrolu procesů týkajících se vozidel, zaměstnanců, zákazníků, tras a smluv.",1324.0,1324.3.1.5
http://data.europa.eu/esco/occupation/f57eb0cb-e67a-419c-9b7b-4abd811b7e2f,key_3507,a1884f19-4a68-4e08-8c40-dfabfbac898a,koordinátor stěhování/koordinátorka stěhování,"koordinátor stěhování
koordinátorka stěhování","Koordinátoři stěhování zohledňují všechny činnosti, které jsou nezbytné pro úspěšné stěhování. Dostávají od klienta informace a proměňují je v akce a činnosti, které zajišťují hladké, konkurenční a uspokojivé stěhování.",4323.0,4323.9
http://data.europa.eu/esco/occupation/f5aa06b0-745e-4eb1-b050-3e15d11e5eb5,key_3508,135dbd01-3a9f-489a-b5b5-afef7bd3ffa1,vedoucí chemického provozu,"manažer chemických procesů
manažerka chemických procesů","Vedoucí chemického provozu koordinují činnosti a personál zapojený do procesu chemické výroby a zajišťují, aby byly splněny cíle a termíny výroby. Kontrolují kvalitu a optimalizují zpracování chemických látek tím, že zajišťují definované testy, analýzy a postupy pro kontrolu kvality.",3122.0,3122.4.2
http://data.europa.eu/esco/occupation/f5ba8fb4-1387-459a-9b22-59feb891e229,key_3509,001c577b-b7d2-49e0-ad2b-a72cfad5a35c,montážní dělník elektrických kabelů/montážní dělnice elektrických kabelů,"kabelová technička
výrobkyně elektrických kabelů
montážní dělník elektrických kabelů
výrobce elektrických kabelů
montér elektrických kabelů
kabelový technik
montážní dělnice elektrických kabelů","Montážní dělníci elektrických kabelů manipulují s kabely a dráty z oceli, mědi nebo hliníku, aby mohly být použity k vedení elektrické energie v řadě spotřebičů.",8212.0,8212.2.2
http://data.europa.eu/esco/occupation/f5cb9901-86fc-48d0-9cde-667fbe8cef3a,key_3510,1e7728b9-447c-42ce-944a-de0f80f0d341,ruční balič/ruční balička,"ruční balička
ruční balič","Ruční baliči shromažďují, balí a označují zboží a materiály ručně. Zajišťují, aby veškeré zboží a materiály byly zabaleny v souladu s pokyny a požadavky.",9321.0,9321.2
http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93,key_3511,d4a23ee5-405d-48db-a8aa-666ad5277da4,vedoucí týmu v rostlinné výrobě,"vedoucí týmu v rostlinné výrobě
rostlinářský mistr
rostlinářská mistrová",Vedoucí týmu v rostlinné výrobě jsou odpovědní za vedení týmu pracovníků v oblasti rostlinné výroby a spolupráci s ním. Organizují denní pracovní rozvrhy pro rostlinnou výrobu a podílejí se na výrobě.,6111.0,6111.1
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,key_3512,1dee0f47-8940-456c-9759-9a05118b5fb9,manažer lidských zdrojů/manažerka lidských zdrojů,"manažer lidských zdrojů
HR manažer
ředitel lidských zdrojů
HR manažerka
ředitelka lidských zdrojů
personální ředitel
personální ředitelka
manažerka náboru
manažer náboru
manažerka lidských zdrojů","Manažeři lidských zdrojů plánují, navrhují a provádějí procesy týkající se lidského kapitálu společností. Vypracovávají programy pro nábor, pohovory a výběr zaměstnanců na základě předchozího posouzení profilů a dovedností požadovaných ve společnosti. Kromě toho řídí programy odměňování a rozvoje zaměstnanců společnosti zahrnující odbornou přípravu, hodnocení dovedností a každoroční hodnocení, propagaci, programy pro pracovníky ze zahraničí a obecné zajištění dobrých pracovních podmínek zaměstnanců.",1212.0,1212.2
http://data.europa.eu/esco/occupation/f60dc59b-7681-45d4-8114-b3a646e02ab2,key_3513,fefd5345-7a22-44b9-9452-29b2c2ad4758,umělecký kadeřník/umělecká kadeřnice,"kadeřnice a parukářka
kadeřník a parukář
kadeřník a vizážista
umělecká kadeřnice
umělecký kadeřník
kadeřnice a vizážistka","Umělečtí kadeřníci zajišťují pomoc a podporu umělců před zahájením vystoupení, v jeho průběhu i po jeho skončení s cílem zajistit, aby byly kadeřnické služby v souladu s uměleckou vizí režiséra a uměleckého týmu. Udržují, kontrolují a opravují paruky a asistují při rychlých změnách. 
 ",5141.0,5141.1.4
